Train Station Entity;City name;Link
Bavaria BEG;Eltersdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Emskirchen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Engertsham;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Enzisweiler;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erding;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erdweg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ergoldsbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erkersreuth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erlangen Paul-Gossen-Straße;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erlangen-Bruck;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erlangen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Erlenbach (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ernsgaden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Eschenau (Mittelfr);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Eschenbach (b Markt Erlbach);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Eschenlohe;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Esting;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Etterzhausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Etzelwang;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Euerdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Eßleben;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Farchant;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fasanenpark;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Faulbach (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feilitzsch;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feldafing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feldkirchen (b München);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feldolling;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feucht Ost;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feucht-Moosbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Feucht;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Finningerstraße;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Finsterwald;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fischbach (b Nürnberg);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fischbachau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fischen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fischhausen-Neuhaus;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Flintsbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Forchheim (Oberfr);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Forsting;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Forth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Frahelsbruck;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Frauenau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freihalden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freihung;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freihöls;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freilassing-Hofham;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freilassing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freising;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Freudenberg-Kirschfurt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fridolfing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Friedberg (b Augsburg);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Friedrichsthal (b Bayreuth);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Furth (b Deisenhofen);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Furth im Wald;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Förbau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Förtschendorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürstenfeldbruck;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürstenzell;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth (Bay) Hbf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth Westvorstadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth-Burgfarrnbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth-Dambach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth-Klinikum;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Fürth-Unterfürberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Füssen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gablingen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gaimersheim;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gaißach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Garching;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Garmisch-Partenkirchen Hausberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Garmisch-Partenkirchen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gars (Inn);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gaubüttelbrunn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gauting;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geigant;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geiselhöring;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geisenbrunn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geisenhausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geitau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geltendorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gemünden (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Genderkingen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gendorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Georgensgmünd;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gerlenhofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Germering-Unterpfaffenhofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gern-Altenburg - stillgelegt -;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gernlinden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Geroldshausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gersthofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gessertshausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gilching-Argelsried;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Glanzstoffwerke;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gmund (Tegernsee);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gosberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gotteszell;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Goßmannsdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Graben (Lechfeld) Gewerbepark;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafenaschau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafenau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafenwiesen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafing Bahnhof;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafing Stadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafling-Arzting;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grafrath;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gronsdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großarmschlag;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großgeschaidt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großhelfendorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großhesselohe Isartalbahnhof;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großkarolinenfeld;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Großwalbur;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grub (Oberbay);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grub (Oberpf);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Grub am Forst;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gräfelfing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gräfenberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gräfendorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gröbenzell;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gundelfingen (Bay);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gundelsdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gundelshausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gunzenhausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Görschnitz;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Gündlkofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Günzach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Günzburg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Haar;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hagelstadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hagenbüchach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Haidenaab-Göppmannsbühl;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hallbergmoos;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hallstadt (b Bamberg);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hammelburg Ost;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hammelburg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hammerau;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Happurg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Harburg (Schwab);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hardhof;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Harsdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hartershofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Harthaus;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hartmannshof;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hasloch (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Haspelmoor;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Haupeltshofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hausen (Schwab);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hausham;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Haßfurt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hebertsfelden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hebertshausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hedersdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heigenbrücken;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heiligenstatt (Oberbay);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heilsbronn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heimenkirch;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heimstetten;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Helmbrechts;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Henfenfeld;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Herbertshofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hergatz;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heroldsberg Nord;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heroldsberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Herrsching;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hersbruck (links Pegnitz);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hersbruck (rechts Pegnitz);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heufeld;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Heufeldmühle;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hildbrandsgrün;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hilpoltstein;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Himmelstadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hinrichssegen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hirschaid;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hirschfelden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hochstadt-Marktzeuln;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hochwang;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hof Hbf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hof-Neuhof;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hohenbrunn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hohenpeißenberg;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hohenschäftlarn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hohenstadt (Mittelfr);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hohenwarth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Holzkirchen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hoppingen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hufschlag;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Huglfing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Höchstädt (Donau);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Höhenkirchen-Siegertsbrunn;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Höllenthal;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Höllriegelskreuth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Höpfling;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hörlkofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Hörpolding;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ichenhausen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Icking;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Iffeldorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Igensdorf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Illertissen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Illesheim;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Immenreuth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Immenstadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ingolstadt Audi;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ingolstadt Hbf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ingolstadt Nord;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Inningen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Iphofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ipsheim;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Irrenlohe;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ismaning;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Ittling;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Jettenbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Jettingen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Jodbad Sulzbrunn - stillgelegt -;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Julbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kahl (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kalchreuth;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Karlstadt (Main);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Karpfham;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kastl (Oberbay);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Katzwang;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kaufbeuren;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kaufering;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kellmünz;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kemnath-Neustadt;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kempten (Allgäu) Hbf;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kempten (Allgäu) Ost;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kersbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kiefersfelden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kinding;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchanschöring;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchehrenbach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchenlaibach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchenlamitz Ost;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchheim (Unterfr);https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchseeon;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kirchweidach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kissing;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kitzingen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Klais;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kleinberghofen;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kleingemünden;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kleinheubach;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kleinkötz;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
Bavaria BEG;Kleinostheim;https://www.bayern-fahrplan.de/de/zusaetzliche-informationen/stationsdatenbank
